ProteinA,ProteinB
NONHSAT043887,Q7RTS3
NONHSAT043887,P78509
NONHSAT043980,O15042
NONHSAT043980,O60306
NONHSAT043980,O60341
NONHSAT043980,O95707
NONHSAT043980,P01189
NONHSAT043980,P01344
NONHSAT043980,P04150
NONHSAT043980,P04637
NONHSAT043980,P05455
NONHSAT043980,P07910
NONHSAT043980,P09132
NONHSAT043980,P14210
NONHSAT043980,P14859
NONHSAT043980,P23246
NONHSAT043980,P35453
NONHSAT043980,P55899
NONHSAT043980,P61011
NONHSAT043980,P62140
NONHSAT043980,P78345
NONHSAT043980,P84243
NONHSAT043980,Q01844
NONHSAT043980,Q13285
NONHSAT043980,Q13952
NONHSAT043980,Q15233
NONHSAT043980,Q15287
NONHSAT043980,Q15910
NONHSAT043980,Q4G0J3
NONHSAT043980,Q8IUX4
NONHSAT043980,Q8IYB3
NONHSAT043980,Q8WXF1
NONHSAT043980,Q92994
NONHSAT043980,Q96BK5
NONHSAT043980,Q96PU8
NONHSAT043980,Q99575
NONHSAT043980,Q9H633
NONHSAT043980,Q9HCE1
NONHSAT043980,Q9HCJ0
NONHSAT043980,Q9UKL0
NONHSAT043980,Q9UPQ9
NONHSAT043980,P56178
NONHSAT043980,P08151
NONHSAT043980,Q9H9S0
NONHSAT043980,Q99988
NONHSAT043980,P25490
NONHSAT043980,P49711
NONHSAT043980,P31260
NONHSAT043980,Q00839
NONHSAT043980,P49913
NONHSAT043980,Q15465
NONHSAT043980,P48431
NONHSAT043980,O43184
NONHSAT043980,Q7RTS3
NONHSAT043980,P78509
NONHSAT044002,O15042
NONHSAT044002,O60306
NONHSAT044002,O60341
NONHSAT044002,O95707
NONHSAT044002,P01189
NONHSAT044002,P01344
NONHSAT044002,P04150
NONHSAT044002,P04637
NONHSAT044002,P05455
NONHSAT044002,P07910
NONHSAT044002,P09132
NONHSAT044002,P14210
NONHSAT044002,P14859
NONHSAT044002,P23246
NONHSAT044002,P35453
NONHSAT044002,P55899
NONHSAT044002,P61011
NONHSAT044002,P62140
NONHSAT044002,P78345
NONHSAT044002,P84243
NONHSAT044002,Q01844
NONHSAT044002,Q13285
NONHSAT044002,Q13952
NONHSAT044002,Q15233
NONHSAT044002,Q15287
NONHSAT044002,Q15910
NONHSAT044002,Q4G0J3
NONHSAT044002,Q8IUX4
NONHSAT044002,Q8IYB3
NONHSAT044002,Q8WXF1
NONHSAT044002,Q92994
NONHSAT044002,Q96BK5
NONHSAT044002,Q96PU8
NONHSAT044002,Q99575
NONHSAT044002,Q9H633
NONHSAT044002,Q9HCE1
NONHSAT044002,Q9HCJ0
NONHSAT044002,Q9UKL0
NONHSAT044002,Q9UPQ9
NONHSAT044002,P56178
NONHSAT044002,P08151
NONHSAT044002,Q9H9S0
NONHSAT044002,Q99988
NONHSAT044002,P25490
NONHSAT044002,P49711
NONHSAT044002,P31260
NONHSAT044002,Q00839
NONHSAT044002,P49913
NONHSAT044002,Q15465
NONHSAT044002,P48431
NONHSAT044002,O43184
NONHSAT044002,Q7RTS3
NONHSAT044002,P78509
NONHSAT044134,O15042
NONHSAT044134,O60306
NONHSAT044134,O60341
NONHSAT044134,O95707
NONHSAT044134,P01189
NONHSAT044134,P01344
NONHSAT044134,P04150
NONHSAT044134,P04637
NONHSAT044134,P05455
NONHSAT044134,P07910
NONHSAT044134,P09132
NONHSAT044134,P14210
NONHSAT044134,P14859
NONHSAT044134,P23246
NONHSAT044134,P35453
NONHSAT044134,P55899
NONHSAT044134,P61011
NONHSAT044134,P62140
NONHSAT044134,P78345
NONHSAT044134,P84243
NONHSAT044134,Q01844
NONHSAT044134,Q13285
NONHSAT044134,Q13952
NONHSAT044134,Q15233
NONHSAT044134,Q15287
NONHSAT044134,Q15910
NONHSAT044134,Q4G0J3
NONHSAT044134,Q8IUX4
NONHSAT044134,Q8IYB3
NONHSAT044134,Q8WXF1
NONHSAT044134,Q92994
NONHSAT044134,Q96BK5
NONHSAT044134,Q96PU8
NONHSAT044134,Q99575
NONHSAT044134,Q9H633
NONHSAT044134,Q9HCE1
NONHSAT044134,Q9HCJ0
NONHSAT044134,Q9UKL0
NONHSAT044134,Q9UPQ9
NONHSAT044134,P56178
NONHSAT044134,P08151
NONHSAT044134,Q9H9S0
NONHSAT044134,Q99988
NONHSAT044134,P25490
NONHSAT044134,P49711
NONHSAT044134,P31260
NONHSAT044134,Q00839
NONHSAT044134,P49913
NONHSAT044134,Q15465
NONHSAT044134,P48431
NONHSAT044134,O43184
NONHSAT044134,Q7RTS3
NONHSAT044134,P78509
NONHSAT044208,O15042
NONHSAT044208,O60306
NONHSAT044208,O60341
NONHSAT044208,O95707
NONHSAT044208,P01189
NONHSAT044208,P01344
NONHSAT044208,P04150
NONHSAT044208,P04637
NONHSAT044208,P05455
NONHSAT044208,P07910
NONHSAT044208,P09132
NONHSAT044208,P14210
NONHSAT044208,P14859
NONHSAT044208,P23246
NONHSAT044208,P35453
NONHSAT044208,P55899
NONHSAT044208,P61011
NONHSAT044208,P62140
NONHSAT044208,P78345
NONHSAT044208,P84243
NONHSAT044208,Q01844
NONHSAT044208,Q13285
NONHSAT044208,Q13952
NONHSAT044208,Q15233
NONHSAT044208,Q15287
NONHSAT044208,Q15910
NONHSAT044208,Q4G0J3
NONHSAT044208,Q8IUX4
NONHSAT044208,Q8IYB3
NONHSAT044208,Q8WXF1
NONHSAT044208,Q92994
NONHSAT044208,Q96BK5
NONHSAT044208,Q96PU8
NONHSAT044208,Q99575
NONHSAT044208,Q9H633
NONHSAT044208,Q9HCE1
NONHSAT044208,Q9HCJ0
NONHSAT044208,Q9UKL0
NONHSAT044208,Q9UPQ9
NONHSAT044208,P56178
NONHSAT044208,P08151
NONHSAT044208,Q9H9S0
NONHSAT044208,Q99988
NONHSAT044208,P25490
NONHSAT044208,P49711
NONHSAT044208,P31260
NONHSAT044208,Q00839
NONHSAT044208,P49913
NONHSAT044208,Q15465
NONHSAT044208,P48431
NONHSAT044208,O43184
NONHSAT044208,Q7RTS3
NONHSAT044208,P78509
NONHSAT046801,O15042
NONHSAT046801,O60306
NONHSAT046801,O60341
NONHSAT046801,O95707
NONHSAT046801,P01189
NONHSAT046801,P01344
NONHSAT046801,P04150
NONHSAT046801,P04637
NONHSAT046801,P05455
NONHSAT046801,P07910
NONHSAT046801,P09132
NONHSAT046801,P14210
NONHSAT046801,P14859
NONHSAT046801,P23246
NONHSAT046801,P35453
NONHSAT046801,P55899
NONHSAT046801,P61011
NONHSAT046801,P62140
NONHSAT046801,P78345
NONHSAT046801,P84243
NONHSAT046801,Q01844
NONHSAT046801,Q13285
NONHSAT046801,Q13952
NONHSAT046801,Q15233
NONHSAT046801,Q15287
NONHSAT046801,Q15910
NONHSAT046801,Q4G0J3
NONHSAT046801,Q8IUX4
NONHSAT046801,Q8IYB3
NONHSAT046801,Q8WXF1
NONHSAT046801,Q92994
NONHSAT046801,Q96BK5
NONHSAT046801,Q96PU8
NONHSAT046801,Q99575
NONHSAT046801,Q9H633
NONHSAT046801,Q9HCE1
NONHSAT046801,Q9HCJ0
NONHSAT046801,Q9UKL0
NONHSAT046801,Q9UPQ9
NONHSAT046801,P56178
NONHSAT046801,P08151
NONHSAT046801,Q9H9S0
NONHSAT046801,Q99988
NONHSAT046801,P25490
NONHSAT046801,P49711
NONHSAT046801,P31260
NONHSAT046801,Q00839
NONHSAT046801,P49913
NONHSAT046801,Q15465
NONHSAT046801,P48431
NONHSAT046801,O43184
NONHSAT046801,Q7RTS3
NONHSAT046801,P78509
NONHSAT046812,O15042
NONHSAT046812,O60306
NONHSAT046812,O60341
NONHSAT046812,O95707
NONHSAT046812,P01189
NONHSAT046812,P01344
NONHSAT046812,P04150
NONHSAT046812,P04637
NONHSAT046812,P05455
NONHSAT046812,P07910
NONHSAT046812,P09132
NONHSAT046812,P14210
NONHSAT046812,P14859
NONHSAT046812,P23246
NONHSAT046812,P35453
NONHSAT046812,P55899
NONHSAT046812,P61011
NONHSAT046812,P62140
NONHSAT046812,P78345
NONHSAT046812,P84243
NONHSAT046812,Q01844
NONHSAT046812,Q13285
NONHSAT046812,Q13952
NONHSAT046812,Q15233
NONHSAT046812,Q15287
NONHSAT046812,Q15910
NONHSAT046812,Q4G0J3
NONHSAT046812,Q8IUX4
NONHSAT046812,Q8IYB3
NONHSAT046812,Q8WXF1
NONHSAT046812,Q92994
NONHSAT046812,Q96BK5
NONHSAT046812,Q96PU8
NONHSAT046812,Q99575
NONHSAT046812,Q9H633
NONHSAT046812,Q9HCE1
NONHSAT046812,Q9HCJ0
NONHSAT046812,Q9UKL0
NONHSAT046812,Q9UPQ9
NONHSAT046812,P56178
NONHSAT046812,P08151
NONHSAT046812,Q9H9S0
NONHSAT046812,Q99988
NONHSAT046812,P25490
NONHSAT046812,P49711
NONHSAT046812,P31260
NONHSAT046812,Q00839
NONHSAT046812,P49913
NONHSAT046812,Q15465
NONHSAT046812,P48431
NONHSAT046812,O43184
NONHSAT046812,Q7RTS3
NONHSAT046812,P78509
NONHSAT046853,O15042
NONHSAT046853,O60306
NONHSAT046853,O60341
NONHSAT046853,O95707
NONHSAT046853,P01189
NONHSAT046853,P01344
NONHSAT046853,P04150
NONHSAT046853,P04637
NONHSAT046853,P05455
NONHSAT046853,P07910
NONHSAT046853,P09132
NONHSAT046853,P14210
NONHSAT046853,P14859
NONHSAT046853,P23246
NONHSAT046853,P35453
NONHSAT046853,P55899
NONHSAT046853,P61011
NONHSAT046853,P62140
NONHSAT046853,P78345
NONHSAT046853,P84243
NONHSAT046853,Q01844
NONHSAT046853,Q13285
NONHSAT046853,Q13952
NONHSAT046853,Q15233
NONHSAT046853,Q15287
NONHSAT046853,Q15910
NONHSAT046853,Q4G0J3
NONHSAT046853,Q8IUX4
NONHSAT046853,Q8IYB3
NONHSAT046853,Q8WXF1
NONHSAT046853,Q92994
NONHSAT046853,Q96BK5
NONHSAT046853,Q96PU8
NONHSAT046853,Q99575
NONHSAT046853,Q9H633
NONHSAT046853,Q9HCE1
NONHSAT046853,Q9HCJ0
NONHSAT046853,Q9UKL0
NONHSAT046853,Q9UPQ9
NONHSAT046853,P56178
NONHSAT046853,P08151
NONHSAT046853,Q9H9S0
NONHSAT046853,Q99988
NONHSAT046853,P25490
NONHSAT046853,P49711
NONHSAT046853,P31260
NONHSAT046853,Q00839
NONHSAT046853,P49913
NONHSAT046853,Q15465
NONHSAT046853,P48431
NONHSAT046853,O43184
NONHSAT046853,Q7RTS3
NONHSAT046853,P78509
NONHSAT046901,O15042
NONHSAT046901,O60306
NONHSAT046901,O60341
NONHSAT046901,O95707
NONHSAT046901,P01189
NONHSAT046901,P01344
NONHSAT046901,P04150
NONHSAT046901,P04637
NONHSAT046901,P05455
NONHSAT046901,P07910
NONHSAT046901,P09132
NONHSAT046901,P14210
NONHSAT046901,P14859
NONHSAT046901,P23246
NONHSAT046901,P35453
NONHSAT046901,P55899
NONHSAT046901,P61011
NONHSAT046901,P62140
NONHSAT046901,P78345
NONHSAT046901,P84243
NONHSAT046901,Q01844
NONHSAT046901,Q13285
NONHSAT046901,Q13952
NONHSAT046901,Q15233
NONHSAT046901,Q15287
NONHSAT046901,Q15910
NONHSAT046901,Q4G0J3
NONHSAT046901,Q8IUX4
NONHSAT046901,Q8IYB3
NONHSAT046901,Q8WXF1
NONHSAT046901,Q92994
NONHSAT046901,Q96BK5
NONHSAT046901,Q96PU8
NONHSAT046901,Q99575
NONHSAT046901,Q9H633
NONHSAT046901,Q9HCE1
NONHSAT046901,Q9HCJ0
NONHSAT046901,Q9UKL0
NONHSAT046901,Q9UPQ9
NONHSAT046901,P56178
NONHSAT046901,P08151
NONHSAT046901,Q9H9S0
NONHSAT046901,Q99988
NONHSAT046901,P25490
NONHSAT046901,P49711
NONHSAT046901,P31260
NONHSAT046901,Q00839
NONHSAT046901,P49913
NONHSAT046901,Q15465
NONHSAT046901,P48431
NONHSAT046901,O43184
NONHSAT046901,Q7RTS3
NONHSAT046901,P78509
NONHSAT047051,O15042
NONHSAT047051,O60306
NONHSAT047051,O60341
NONHSAT047051,O95707
NONHSAT047051,P01189
NONHSAT047051,P01344
NONHSAT047051,P04150
NONHSAT047051,P04637
NONHSAT047051,P05455
NONHSAT047051,P07910
NONHSAT047051,P09132
NONHSAT047051,P14210
NONHSAT047051,P14859
NONHSAT047051,P23246
NONHSAT047051,P35453
NONHSAT047051,P55899
NONHSAT047051,P61011
NONHSAT047051,P62140
NONHSAT047051,P78345
NONHSAT047051,P84243
NONHSAT047051,Q01844
NONHSAT047051,Q13285
NONHSAT047051,Q13952
NONHSAT047051,Q15233
NONHSAT047051,Q15287
NONHSAT047051,Q15910
NONHSAT047051,Q4G0J3
NONHSAT047051,Q8IUX4
NONHSAT047051,Q8IYB3
NONHSAT047051,Q8WXF1
NONHSAT047051,Q92994
NONHSAT047051,Q96BK5
NONHSAT047051,Q96PU8
NONHSAT047051,Q99575
NONHSAT047051,Q9H633
NONHSAT047051,Q9HCE1
NONHSAT047051,Q9HCJ0
NONHSAT047051,Q9UKL0
NONHSAT047051,Q9UPQ9
NONHSAT047051,P56178
NONHSAT047051,P08151
NONHSAT047051,Q9H9S0
NONHSAT047051,Q99988
NONHSAT047051,P25490
NONHSAT047051,P49711
NONHSAT047051,P31260
NONHSAT047051,Q00839
NONHSAT047051,P49913
NONHSAT047051,Q15465
NONHSAT047051,P48431
NONHSAT047051,O43184
NONHSAT047051,Q7RTS3
NONHSAT047051,P78509
NONHSAT047079,O15042
NONHSAT047079,O60306
NONHSAT047079,O60341
NONHSAT047079,O95707
NONHSAT047079,P01189
NONHSAT047079,P01344
NONHSAT047079,P04150
NONHSAT047079,P04637
NONHSAT047079,P05455
NONHSAT047079,P07910
NONHSAT047079,P09132
NONHSAT047079,P14210
NONHSAT047079,P14859
NONHSAT047079,P23246
NONHSAT047079,P35453
NONHSAT047079,P55899
NONHSAT047079,P61011
NONHSAT047079,P62140
NONHSAT047079,P78345
NONHSAT047079,P84243
NONHSAT047079,Q01844
NONHSAT047079,Q13285
NONHSAT047079,Q13952
NONHSAT047079,Q15233
NONHSAT047079,Q15287
NONHSAT047079,Q15910
NONHSAT047079,Q4G0J3
NONHSAT047079,Q8IUX4
NONHSAT047079,Q8IYB3
NONHSAT047079,Q8WXF1
NONHSAT047079,Q92994
NONHSAT047079,Q96BK5
NONHSAT047079,Q96PU8
NONHSAT047079,Q99575
NONHSAT047079,Q9H633
NONHSAT047079,Q9HCE1
NONHSAT047079,Q9HCJ0
NONHSAT047079,Q9UKL0
NONHSAT047079,Q9UPQ9
NONHSAT047079,P56178
NONHSAT047079,P08151
NONHSAT047079,Q9H9S0
NONHSAT047079,Q99988
NONHSAT047079,P25490
NONHSAT047079,P49711
NONHSAT047079,P31260
NONHSAT047079,Q00839
NONHSAT047079,P49913
NONHSAT047079,Q15465
NONHSAT047079,P48431
NONHSAT047079,O43184
NONHSAT047079,Q7RTS3
NONHSAT047079,P78509
NONHSAT047105,O15042
NONHSAT047105,O60306
NONHSAT047105,O60341
NONHSAT047105,O95707
NONHSAT047105,P01189
NONHSAT047105,P01344
NONHSAT047105,P04150
NONHSAT047105,P04637
NONHSAT047105,P05455
NONHSAT047105,P07910
NONHSAT047105,P09132
NONHSAT047105,P14210
NONHSAT047105,P14859
NONHSAT047105,P23246
NONHSAT047105,P35453
NONHSAT047105,P55899
NONHSAT047105,P61011
NONHSAT047105,P62140
NONHSAT047105,P78345
NONHSAT047105,P84243
NONHSAT047105,Q01844
NONHSAT047105,Q13285
NONHSAT047105,Q13952
NONHSAT047105,Q15233
NONHSAT047105,Q15287
NONHSAT047105,Q15910
NONHSAT047105,Q4G0J3
NONHSAT047105,Q8IUX4
NONHSAT047105,Q8IYB3
NONHSAT047105,Q8WXF1
NONHSAT047105,Q92994
NONHSAT047105,Q96BK5
NONHSAT047105,Q96PU8
NONHSAT047105,Q99575
NONHSAT047105,Q9H633
NONHSAT047105,Q9HCE1
NONHSAT047105,Q9HCJ0
NONHSAT047105,Q9UKL0
NONHSAT047105,Q9UPQ9
NONHSAT047105,P56178
NONHSAT047105,P08151
NONHSAT047105,Q9H9S0
NONHSAT047105,Q99988
NONHSAT047105,P25490
NONHSAT047105,P49711
NONHSAT047105,P31260
NONHSAT047105,Q00839
NONHSAT047105,P49913
NONHSAT047105,Q15465
NONHSAT047105,P48431
NONHSAT047105,O43184
NONHSAT047105,Q7RTS3
NONHSAT047105,P78509
NONHSAT047178,O15042
NONHSAT047178,O60306
NONHSAT047178,O60341
NONHSAT047178,O95707
NONHSAT047178,P01189
NONHSAT047178,P01344
NONHSAT047178,P04150
NONHSAT047178,P04637
NONHSAT047178,P05455
NONHSAT047178,P07910
NONHSAT047178,P09132
NONHSAT047178,P14210
NONHSAT047178,P14859
NONHSAT047178,P23246
NONHSAT047178,P35453
NONHSAT047178,P55899
NONHSAT047178,P61011
NONHSAT047178,P62140
NONHSAT047178,P78345
NONHSAT047178,P84243
NONHSAT047178,Q01844
NONHSAT047178,Q13285
NONHSAT047178,Q13952
NONHSAT047178,Q15233
NONHSAT047178,Q15287
NONHSAT047178,Q15910
NONHSAT047178,Q4G0J3
NONHSAT047178,Q8IUX4
NONHSAT047178,Q8IYB3
NONHSAT047178,Q8WXF1
NONHSAT047178,Q92994
NONHSAT047178,Q96BK5
NONHSAT047178,Q96PU8
NONHSAT047178,Q99575
NONHSAT047178,Q9H633
NONHSAT047178,Q9HCE1
NONHSAT047178,Q9HCJ0
NONHSAT047178,Q9UKL0
NONHSAT047178,Q9UPQ9
NONHSAT047178,P56178
NONHSAT047178,P08151
NONHSAT047178,Q9H9S0
NONHSAT047178,Q99988
NONHSAT047178,P25490
NONHSAT047178,P49711
NONHSAT047178,P31260
NONHSAT047178,Q00839
NONHSAT047178,P49913
NONHSAT047178,Q15465
NONHSAT047178,P48431
NONHSAT047178,O43184
NONHSAT047178,Q7RTS3
NONHSAT047178,P78509
NONHSAT047179,O15042
NONHSAT047179,O60306
NONHSAT047179,O60341
NONHSAT047179,O95707
NONHSAT047179,P01189
NONHSAT047179,P01344
NONHSAT047179,P04150
NONHSAT047179,P04637
NONHSAT047179,P05455
NONHSAT047179,P07910
NONHSAT047179,P09132
NONHSAT047179,P14210
NONHSAT047179,P14859
NONHSAT047179,P23246
NONHSAT047179,P35453
NONHSAT047179,P55899
NONHSAT047179,P61011
NONHSAT047179,P62140
NONHSAT047179,P78345
NONHSAT047179,P84243
NONHSAT047179,Q01844
NONHSAT047179,Q13285
NONHSAT047179,Q13952
NONHSAT047179,Q15233
NONHSAT047179,Q15287
NONHSAT047179,Q15910
NONHSAT047179,Q4G0J3
NONHSAT047179,Q8IUX4
NONHSAT047179,Q8IYB3
NONHSAT047179,Q8WXF1
NONHSAT047179,Q92994
NONHSAT047179,Q96BK5
NONHSAT047179,Q96PU8
NONHSAT047179,Q99575
NONHSAT047179,Q9H633
NONHSAT047179,Q9HCE1
NONHSAT047179,Q9HCJ0
NONHSAT047179,Q9UKL0
NONHSAT047179,Q9UPQ9
NONHSAT047179,P56178
NONHSAT047179,P08151
NONHSAT047179,Q9H9S0
NONHSAT047179,Q99988
NONHSAT047179,P25490
NONHSAT047179,P49711
NONHSAT047179,P31260
NONHSAT047179,Q00839
NONHSAT047179,P49913
NONHSAT047179,Q15465
NONHSAT047179,P48431
NONHSAT047179,O43184
NONHSAT047179,Q7RTS3
NONHSAT047179,P78509
NONHSAT047236,O15042
NONHSAT047236,O60306
NONHSAT047236,O60341
NONHSAT047236,O95707
NONHSAT047236,P01189
NONHSAT047236,P01344
NONHSAT047236,P04150
NONHSAT047236,P04637
NONHSAT047236,P05455
NONHSAT047236,P07910
NONHSAT047236,P09132
NONHSAT047236,P14210
NONHSAT047236,P14859
NONHSAT047236,P23246
NONHSAT047236,P35453
NONHSAT047236,P55899
NONHSAT047236,P61011
NONHSAT047236,P62140
NONHSAT047236,P78345
NONHSAT047236,P84243
NONHSAT047236,Q01844
NONHSAT047236,Q13285
NONHSAT047236,Q13952
NONHSAT047236,Q15233
NONHSAT047236,Q15287
NONHSAT047236,Q15910
NONHSAT047236,Q4G0J3
NONHSAT047236,Q8IUX4
NONHSAT047236,Q8IYB3
NONHSAT047236,Q8WXF1
NONHSAT047236,Q92994
NONHSAT047236,Q96BK5
NONHSAT047236,Q96PU8
NONHSAT047236,Q99575
NONHSAT047236,Q9H633
NONHSAT047236,Q9HCE1
NONHSAT047236,Q9HCJ0
NONHSAT047236,Q9UKL0
NONHSAT047236,Q9UPQ9
NONHSAT047236,P56178
NONHSAT047236,P08151
NONHSAT047236,Q9H9S0
NONHSAT047236,Q99988
NONHSAT047236,P25490
NONHSAT047236,P49711
NONHSAT047236,P31260
NONHSAT047236,Q00839
NONHSAT047236,P49913
NONHSAT047236,Q15465
NONHSAT047236,P48431
NONHSAT047236,O43184
NONHSAT047236,Q7RTS3
NONHSAT047236,P78509
NONHSAT047248,O15042
NONHSAT047248,O60306
NONHSAT047248,O60341
NONHSAT047248,O95707
NONHSAT047248,P01189
NONHSAT047248,P01344
NONHSAT047248,P04150
NONHSAT047248,P04637
NONHSAT047248,P05455
NONHSAT047248,P07910
NONHSAT047248,P09132
NONHSAT047248,P14210
NONHSAT047248,P14859
NONHSAT047248,P23246
NONHSAT047248,P35453
NONHSAT047248,P55899
NONHSAT047248,P61011
NONHSAT047248,P62140
NONHSAT047248,P78345
NONHSAT047248,P84243
NONHSAT047248,Q01844
NONHSAT047248,Q13285
NONHSAT047248,Q13952
NONHSAT047248,Q15233
NONHSAT047248,Q15287
NONHSAT047248,Q15910
NONHSAT047248,Q4G0J3
NONHSAT047248,Q8IUX4
NONHSAT047248,Q8IYB3
NONHSAT047248,Q8WXF1
NONHSAT047248,Q92994
NONHSAT047248,Q96BK5
NONHSAT047248,Q96PU8
NONHSAT047248,Q99575
NONHSAT047248,Q9H633
NONHSAT047248,Q9HCE1
NONHSAT047248,Q9HCJ0
NONHSAT047248,Q9UKL0
NONHSAT047248,Q9UPQ9
NONHSAT047248,P56178
NONHSAT047248,P08151
NONHSAT047248,Q9H9S0
NONHSAT047248,Q99988
NONHSAT047248,P25490
NONHSAT047248,P49711
NONHSAT047248,P31260
NONHSAT047248,Q00839
NONHSAT047248,P49913
NONHSAT047248,Q15465
NONHSAT047248,P48431
NONHSAT047248,O43184
NONHSAT047248,Q7RTS3
NONHSAT047248,P78509
NONHSAT047364,O15042
NONHSAT047364,O60306
NONHSAT047364,O60341
NONHSAT047364,O95707
NONHSAT047364,P01189
NONHSAT047364,P01344
NONHSAT047364,P04150
NONHSAT047364,P04637
NONHSAT047364,P05455
NONHSAT047364,P07910
NONHSAT047364,P09132
NONHSAT047364,P14210
NONHSAT047364,P14859
NONHSAT047364,P23246
NONHSAT047364,P35453
NONHSAT047364,P55899
NONHSAT047364,P61011
NONHSAT047364,P62140
NONHSAT047364,P78345
NONHSAT047364,P84243
NONHSAT047364,Q01844
NONHSAT047364,Q13285
NONHSAT047364,Q13952
NONHSAT047364,Q15233
NONHSAT047364,Q15287
NONHSAT047364,Q15910
NONHSAT047364,Q4G0J3
NONHSAT047364,Q8IUX4
NONHSAT047364,Q8IYB3
NONHSAT047364,Q8WXF1
NONHSAT047364,Q92994
NONHSAT047364,Q96BK5
NONHSAT047364,Q96PU8
NONHSAT047364,Q99575
NONHSAT047364,Q9H633
NONHSAT047364,Q9HCE1
NONHSAT047364,Q9HCJ0
NONHSAT047364,Q9UKL0
NONHSAT047364,Q9UPQ9
NONHSAT047364,P56178
NONHSAT047364,P08151
NONHSAT047364,Q9H9S0
NONHSAT047364,Q99988
NONHSAT047364,P25490
NONHSAT047364,P49711
NONHSAT047364,P31260
NONHSAT047364,Q00839
NONHSAT047364,P49913
NONHSAT047364,Q15465
NONHSAT047364,P48431
NONHSAT047364,O43184
NONHSAT047364,Q7RTS3
NONHSAT047364,P78509
NONHSAT047863,O15042
NONHSAT047863,O60306
NONHSAT047863,O60341
NONHSAT047863,O95707
NONHSAT047863,P01189
NONHSAT047863,P01344
NONHSAT047863,P04150
NONHSAT047863,P04637
NONHSAT047863,P05455
NONHSAT047863,P07910
NONHSAT047863,P09132
NONHSAT047863,P14210
NONHSAT047863,P14859
NONHSAT047863,P23246
NONHSAT047863,P35453
NONHSAT047863,P55899
NONHSAT047863,P61011
NONHSAT047863,P62140
NONHSAT047863,P78345
NONHSAT047863,P84243
NONHSAT047863,Q01844
NONHSAT047863,Q13285
NONHSAT047863,Q13952
NONHSAT047863,Q15233
NONHSAT047863,Q15287
NONHSAT047863,Q15910
NONHSAT047863,Q4G0J3
NONHSAT047863,Q8IUX4
NONHSAT047863,Q8IYB3
NONHSAT047863,Q8WXF1
NONHSAT047863,Q92994
NONHSAT047863,Q96BK5
NONHSAT047863,Q96PU8
NONHSAT047863,Q99575
NONHSAT047863,Q9H633
NONHSAT047863,Q9HCE1
NONHSAT047863,Q9HCJ0
NONHSAT047863,Q9UKL0
NONHSAT047863,Q9UPQ9
NONHSAT047863,P56178
NONHSAT047863,P08151
NONHSAT047863,Q9H9S0
NONHSAT047863,Q99988
NONHSAT047863,P25490
NONHSAT047863,P49711
NONHSAT047863,P31260
NONHSAT047863,Q00839
NONHSAT047863,P49913
NONHSAT047863,Q15465
NONHSAT047863,P48431
NONHSAT047863,O43184
NONHSAT047863,Q7RTS3
NONHSAT047863,P78509
NONHSAT047869,O15042
NONHSAT047869,O60306
NONHSAT047869,O60341
NONHSAT047869,O95707
NONHSAT047869,P01189
NONHSAT047869,P01344
NONHSAT047869,P04150
NONHSAT047869,P04637
NONHSAT047869,P05455
NONHSAT047869,P07910
NONHSAT047869,P09132
NONHSAT047869,P14210
NONHSAT047869,P14859
NONHSAT047869,P23246
NONHSAT047869,P35453
NONHSAT047869,P55899
NONHSAT047869,P61011
NONHSAT047869,P62140
NONHSAT047869,P78345
NONHSAT047869,P84243
NONHSAT047869,Q01844
NONHSAT047869,Q13285
NONHSAT047869,Q13952
NONHSAT047869,Q15233
NONHSAT047869,Q15287
NONHSAT047869,Q15910
NONHSAT047869,Q4G0J3
NONHSAT047869,Q8IUX4
NONHSAT047869,Q8IYB3
NONHSAT047869,Q8WXF1
NONHSAT047869,Q92994
NONHSAT047869,Q96BK5
NONHSAT047869,Q96PU8
NONHSAT047869,Q99575
NONHSAT047869,Q9H633
NONHSAT047869,Q9HCE1
NONHSAT047869,Q9HCJ0
NONHSAT047869,Q9UKL0
NONHSAT047869,Q9UPQ9
NONHSAT047869,P56178
NONHSAT047869,P08151
NONHSAT047869,Q9H9S0
NONHSAT047869,Q99988
NONHSAT047869,P25490
NONHSAT047869,P49711
NONHSAT047869,P31260
NONHSAT047869,Q00839
NONHSAT047869,P49913
NONHSAT047869,Q15465
NONHSAT047869,P48431
NONHSAT047869,O43184
NONHSAT047869,Q7RTS3
NONHSAT047869,P78509
NONHSAT047895,O15042
NONHSAT047895,O60306
NONHSAT047895,O60341
NONHSAT047895,O95707
NONHSAT047895,P01189
NONHSAT047895,P01344
NONHSAT047895,P04150
NONHSAT047895,P04637
NONHSAT047895,P05455
NONHSAT047895,P07910
NONHSAT047895,P09132
NONHSAT047895,P14210
NONHSAT047895,P14859
NONHSAT047895,P23246
NONHSAT047895,P35453
NONHSAT047895,P55899
NONHSAT047895,P61011
NONHSAT047895,P62140
NONHSAT047895,P78345
NONHSAT047895,P84243
NONHSAT047895,Q01844
NONHSAT047895,Q13285
NONHSAT047895,Q13952
NONHSAT047895,Q15233
NONHSAT047895,Q15287
NONHSAT047895,Q15910
NONHSAT047895,Q4G0J3
NONHSAT047895,Q8IUX4
NONHSAT047895,Q8IYB3
NONHSAT047895,Q8WXF1
NONHSAT047895,Q92994
NONHSAT047895,Q96BK5
NONHSAT047895,Q96PU8
